player_name,season,receiving_yards,yards_after_catch,rush_attempts,rush_touchdown,pass_touchdown,fumble,receptions,targets,receiving_touchdown,receptions_redzone,targets_redzone,receiving_touchdown_redzone,fantasy_points_ppr,offense_snaps,total_tds,touches,total_yards,games_missed,age,games_played_season,Top_10_Next_Season_or_Not
Brandon Tate,2013,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.6,20.0,0.0,1.0,6.0,14,25.0,2,0
Brian Hartline,2013,1016.0,269.0,0.0,0.0,4.0,0.0,76.0,129.0,4.0,4.0,10.0,2.0,193.6,908.0,8.0,76.0,1016.0,0,26.0,16,0
Brian Quick,2013,302.0,105.0,0.0,0.0,2.0,0.0,18.0,33.0,2.0,5.0,11.0,2.0,58.2,300.0,4.0,18.0,302.0,2,24.0,14,0
Brice Butler,2013,103.0,31.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,15.3,206.0,0.0,9.0,103.0,8,23.0,8,0
Calvin Johnson,2013,1492.0,458.0,0.0,0.0,12.0,1.0,84.0,148.0,12.0,11.0,25.0,8.0,284.2,892.0,24.0,84.0,1492.0,2,27.0,14,0
Cecil Shorts,2013,777.0,275.0,0.0,0.0,3.0,0.0,66.0,119.0,3.0,5.0,15.0,3.0,149.7,758.0,6.0,66.0,777.0,3,25.0,13,0
Chris Givens,2013,569.0,257.0,3.0,0.0,0.0,1.0,34.0,81.0,0.0,1.0,12.0,0.0,84.7,779.0,0.0,37.0,577.0,0,23.0,16,0
Chris Hogan,2013,83.0,27.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,18.3,136.0,0.0,10.0,83.0,10,25.0,6,0
Cole Beasley,2013,368.0,183.0,0.0,0.0,2.0,1.0,39.0,53.0,2.0,6.0,7.0,2.0,85.8,243.0,4.0,39.0,368.0,2,24.0,14,0
Damian Williams,2013,178.0,47.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,32.8,218.0,0.0,15.0,178.0,8,25.0,8,0
Danny Amendola,2013,578.0,245.0,0.0,0.0,2.0,0.0,48.0,70.0,2.0,2.0,5.0,1.0,117.8,484.0,4.0,48.0,578.0,6,27.0,10,0
Darrius Heyward-Bey,2013,309.0,124.0,3.0,0.0,1.0,0.0,29.0,63.0,1.0,2.0,9.0,1.0,66.5,573.0,2.0,32.0,335.0,3,26.0,13,0
DeAndre Hopkins,2013,802.0,181.0,0.0,0.0,2.0,1.0,52.0,88.0,2.0,3.0,11.0,1.0,135.2,995.0,4.0,52.0,802.0,0,21.0,16,0
Denarius Moore,2013,695.0,274.0,0.0,0.0,5.0,0.0,46.0,82.0,5.0,4.0,11.0,3.0,137.5,590.0,10.0,46.0,695.0,3,24.0,13,0
DeSean Jackson,2013,1332.0,487.0,3.0,0.0,9.0,1.0,82.0,123.0,9.0,6.0,11.0,3.0,265.4,987.0,18.0,85.0,1334.0,0,26.0,16,0
DeVier Posey,2013,155.0,74.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,1.0,2.0,0.0,30.5,222.0,0.0,15.0,155.0,7,23.0,9,0
Domenik Hixon,2013,55.0,9.0,0.0,0.0,1.0,0.0,7.0,8.0,1.0,1.0,1.0,1.0,16.5,89.0,2.0,7.0,55.0,11,28.0,5,0
Donnie Avery,2013,596.0,183.0,2.0,0.0,2.0,1.0,40.0,71.0,2.0,3.0,5.0,1.0,107.2,701.0,4.0,42.0,602.0,1,29.0,15,0
Dwayne Bowe,2013,673.0,195.0,0.0,0.0,5.0,0.0,57.0,102.0,5.0,7.0,14.0,3.0,152.3,837.0,10.0,57.0,673.0,1,28.0,15,0
Dwayne Harris,2013,80.0,36.0,1.0,0.0,2.0,0.0,9.0,14.0,2.0,2.0,2.0,1.0,29.6,144.0,4.0,10.0,86.0,7,25.0,9,0
Earl Bennett,2013,243.0,61.0,0.0,0.0,4.0,0.0,32.0,42.0,4.0,6.0,7.0,4.0,78.3,495.0,8.0,32.0,243.0,2,26.0,14,0
Eddie Royal,2013,612.0,326.0,3.0,0.0,8.0,0.0,44.0,61.0,8.0,10.0,13.0,6.0,151.30000000000000,663.0,16.0,47.0,633.0,2,27.0,14,0
Eric Decker,2013,1288.0,385.0,0.0,0.0,11.0,2.0,87.0,133.0,11.0,15.0,25.0,9.0,272.8,1050.0,22.0,87.0,1288.0,0,26.0,16,0
Greg Jennings,2013,804.0,342.0,0.0,0.0,4.0,0.0,68.0,99.0,4.0,8.0,12.0,2.0,160.4,742.0,8.0,68.0,804.0,1,29.0,15,0
Greg Little,2013,465.0,190.0,0.0,0.0,2.0,0.0,41.0,92.0,2.0,4.0,12.0,2.0,85.5,940.0,4.0,41.0,465.0,0,24.0,16,0
Greg Salas,2013,143.0,78.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,1.0,0.0,18.3,126.0,0.0,8.0,143.0,11,25.0,5,0
Hakeem Nicks,2013,896.0,267.0,0.0,0.0,0.0,0.0,56.0,94.0,0.0,1.0,9.0,0.0,131.6,835.0,0.0,56.0,896.0,1,25.0,15,0
Harry Douglas,2013,1067.0,514.0,0.0,0.0,2.0,2.0,85.0,124.0,2.0,5.0,13.0,0.0,184.7,926.0,4.0,85.0,1067.0,0,28.0,16,0
Jacoby Ford,2013,99.0,73.0,5.0,0.0,0.0,1.0,13.0,23.0,0.0,1.0,3.0,0.0,19.400000000000000,265.0,0.0,18.0,114.0,3,26.0,13,0
Jacoby Jones,2013,449.0,105.0,2.0,0.0,2.0,0.0,37.0,63.0,2.0,1.0,6.0,1.0,85.9,549.0,4.0,39.0,449.0,4,29.0,12,0
James Jones,2013,817.0,365.0,0.0,0.0,3.0,2.0,59.0,90.0,3.0,8.0,14.0,2.0,149.7,847.0,6.0,59.0,817.0,2,29.0,14,0
Jarius Wright,2013,434.0,118.0,0.0,0.0,3.0,0.0,26.0,42.0,3.0,0.0,3.0,0.0,85.4,391.0,6.0,26.0,434.0,1,23.0,15,0
Jason Avant,2013,447.0,79.0,0.0,0.0,2.0,1.0,38.0,74.0,2.0,4.0,10.0,1.0,87.7,744.0,4.0,38.0,447.0,1,30.0,15,0
Jeremy Kerley,2013,482.0,163.0,3.0,0.0,2.0,0.0,39.0,64.0,2.0,5.0,7.0,2.0,98.0,540.0,4.0,43.0,490.0,5,24.0,11,0
Jerome Simpson,2013,726.0,170.0,0.0,0.0,1.0,1.0,48.0,94.0,1.0,1.0,7.0,1.0,114.6,643.0,2.0,48.0,726.0,0,27.0,16,0
Jerrel Jernigan,2013,329.0,126.0,2.0,1.0,2.0,0.0,29.0,43.0,2.0,3.0,3.0,1.0,83.6,199.0,5.0,31.0,386.0,7,24.0,9,0
Jerricho Cotchery,2013,607.0,218.0,1.0,0.0,10.0,0.0,46.0,73.0,10.0,13.0,22.0,10.0,160.20000000000000,620.0,20.0,47.0,602.0,1,31.0,15,0
Jordy Nelson,2013,1314.0,408.0,0.0,0.0,8.0,0.0,85.0,122.0,8.0,14.0,22.0,6.0,254.4,1083.0,16.0,85.0,1314.0,0,28.0,16,0
Josh Boyce,2013,121.0,78.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,2.0,0.0,19.1,174.0,0.0,9.0,121.0,10,22.0,6,0
Josh Morgan,2013,214.0,95.0,2.0,0.0,0.0,0.0,20.0,32.0,0.0,1.0,1.0,0.0,40.7,359.0,0.0,22.0,227.0,3,28.0,13,0
Julian Edelman,2013,1056.0,497.0,2.0,0.0,6.0,0.0,105.0,150.0,6.0,16.0,24.0,5.0,245.7,1021.0,12.0,107.0,1067.0,0,27.0,16,0
Julio Jones,2013,580.0,245.0,1.0,0.0,2.0,2.0,41.0,58.0,2.0,5.0,9.0,1.0,104.7,295.0,4.0,42.0,587.0,11,24.0,5,0
Juron Criner,2013,32.0,9.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,2.0,0.0,6.2,63.0,0.0,3.0,32.0,15,23.0,1,0
Justin Blackmon,2013,279.0,142.0,1.0,0.0,0.0,0.0,24.0,37.0,0.0,3.0,8.0,0.0,47.8,190.0,0.0,25.0,278.0,13,23.0,3,0
Justin Hunter,2013,354.0,91.0,0.0,0.0,4.0,0.0,18.0,42.0,4.0,2.0,4.0,1.0,77.40000000000000,326.0,8.0,18.0,354.0,3,22.0,13,0
Keenan Allen,2013,1053.0,417.0,0.0,0.0,8.0,1.0,71.0,101.0,8.0,7.0,20.0,6.0,215.3,944.0,16.0,71.0,1053.0,1,21.0,15,0
Kendall Wright,2013,1079.0,548.0,0.0,0.0,2.0,2.0,94.0,136.0,2.0,8.0,10.0,2.0,205.9,808.0,4.0,94.0,1079.0,0,23.0,16,0
Kenny Britt,2013,96.0,13.0,0.0,0.0,0.0,0.0,11.0,34.0,0.0,0.0,6.0,0.0,18.6,284.0,0.0,11.0,96.0,6,24.0,10,0
Kenny Stills,2013,641.0,197.0,3.0,0.0,5.0,0.0,32.0,49.0,5.0,1.0,2.0,0.0,125.1,690.0,10.0,35.0,651.0,0,21.0,16,0
Keshawn Martin,2013,253.0,89.0,0.0,0.0,2.0,0.0,22.0,38.0,2.0,3.0,5.0,2.0,55.300000000000000,361.0,4.0,22.0,253.0,4,23.0,12,0
Larry Fitzgerald,2013,954.0,335.0,2.0,0.0,10.0,1.0,82.0,127.0,10.0,15.0,24.0,6.0,221.20000000000000,998.0,20.0,85.0,962.0,0,30.0,16,0
LaVon Brazill,2013,161.0,53.0,0.0,0.0,2.0,1.0,12.0,26.0,2.0,1.0,4.0,1.0,38.1,226.0,4.0,12.0,161.0,8,24.0,8,0
Leonard Hankerson,2013,375.0,131.0,0.0,0.0,3.0,0.0,30.0,48.0,3.0,5.0,7.0,2.0,81.5,390.0,6.0,30.0,375.0,6,24.0,10,0
Louis Murphy,2013,37.0,6.0,0.0,0.0,1.0,1.0,6.0,11.0,1.0,1.0,1.0,1.0,8.700000000000000,73.0,2.0,6.0,37.0,9,26.0,7,0
Mario Manningham,2013,85.0,17.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,13.5,132.0,0.0,9.0,85.0,11,27.0,5,0
Markus Wheaton,2013,64.0,36.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,0.0,10.400000000000000,100.0,0.0,6.0,64.0,11,22.0,5,0
Marques Colston,2013,836.0,217.0,0.0,0.0,4.0,0.0,68.0,101.0,4.0,8.0,15.0,3.0,173.6,702.0,8.0,68.0,836.0,2,30.0,14,0
Marquess Wilson,2013,13.0,9.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.3,54.0,0.0,2.0,13.0,13,20.0,3,0
Marquise Goodwin,2013,283.0,45.0,3.0,0.0,3.0,1.0,17.0,30.0,3.0,1.0,1.0,0.0,57.6,267.0,6.0,20.0,296.0,7,22.0,9,0
Marvin Jones,2013,712.0,224.0,8.0,0.0,10.0,0.0,51.0,77.0,10.0,12.0,13.0,9.0,182.7,542.0,20.0,59.0,777.0,0,23.0,16,0
Michael Crabtree,2013,216.0,91.0,0.0,0.0,1.0,0.0,17.0,28.0,1.0,2.0,5.0,1.0,42.6,195.0,2.0,17.0,216.0,12,25.0,4,0
Michael Floyd,2013,1041.0,282.0,0.0,0.0,5.0,0.0,65.0,105.0,5.0,6.0,11.0,2.0,185.1,930.0,10.0,65.0,1041.0,0,23.0,16,0
Mike Wallace,2013,930.0,273.0,3.0,0.0,5.0,0.0,73.0,133.0,5.0,4.0,11.0,2.0,183.3,951.0,10.0,76.0,963.0,0,27.0,16,0
Mike Williams,2013,216.0,67.0,0.0,0.0,2.0,0.0,22.0,40.0,2.0,4.0,7.0,2.0,55.6,363.0,4.0,22.0,216.0,10,26.0,6,0
Mohamed Sanu,2013,455.0,257.0,4.0,0.0,2.0,1.0,47.0,77.0,2.0,6.0,11.0,2.0,102.1,750.0,4.0,52.0,496.0,0,24.0,16,0
Nate Burleson,2013,461.0,216.0,2.0,0.0,1.0,1.0,39.0,52.0,1.0,5.0,5.0,1.0,86.3,502.0,2.0,41.0,453.0,7,32.0,9,0
Nick Toon,2013,68.0,9.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,2.0,0.0,8.8,149.0,0.0,4.0,68.0,11,24.0,5,0
Pierre Garcon,2013,1346.0,661.0,2.0,0.0,5.0,1.0,113.0,174.0,5.0,8.0,19.0,4.0,262.5,979.0,10.0,115.0,1365.0,0,27.0,16,0
Quinton Patton,2013,34.0,8.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0,4.0,60.0,13,23.0,3,0
Reggie Wayne,2013,503.0,158.0,1.0,0.0,2.0,0.0,38.0,56.0,2.0,3.0,7.0,2.0,96.8,429.0,4.0,39.0,508.0,9,34.0,7,0
Riley Cooper,2013,835.0,232.0,0.0,0.0,8.0,0.0,47.0,82.0,8.0,7.0,11.0,4.0,174.5,980.0,16.0,47.0,835.0,0,25.0,16,0
Rishard Matthews,2013,448.0,151.0,0.0,0.0,2.0,0.0,41.0,65.0,2.0,3.0,5.0,2.0,93.8,495.0,4.0,41.0,448.0,3,23.0,13,0
Robert Meachem,2013,324.0,87.0,2.0,0.0,2.0,0.0,16.0,29.0,2.0,0.0,0.0,0.0,60.300000000000000,370.0,4.0,18.0,323.0,2,28.0,14,0
Robert Woods,2013,587.0,111.0,2.0,0.0,3.0,0.0,40.0,82.0,3.0,3.0,8.0,2.0,112.3,910.0,6.0,42.0,603.0,2,21.0,14,0
Roddy White,2013,711.0,115.0,0.0,0.0,3.0,2.0,63.0,97.0,3.0,5.0,12.0,1.0,149.10000000000000,782.0,6.0,63.0,711.0,3,31.0,13,0
Rueben Randle,2013,611.0,198.0,0.0,0.0,6.0,1.0,41.0,71.0,6.0,3.0,4.0,2.0,122.1,580.0,12.0,41.0,611.0,0,22.0,16,0
Ryan Broyles,2013,85.0,38.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,1.0,0.0,16.5,188.0,0.0,8.0,85.0,10,25.0,6,0
Santana Moss,2013,452.0,182.0,3.0,0.0,2.0,1.0,42.0,75.0,2.0,3.0,7.0,2.0,92.7,551.0,4.0,45.0,477.0,0,34.0,16,0
Santonio Holmes,2013,456.0,124.0,0.0,0.0,1.0,0.0,23.0,54.0,1.0,1.0,5.0,0.0,64.6,498.0,2.0,23.0,456.0,6,29.0,10,0
Sidney Rice,2013,231.0,20.0,0.0,0.0,3.0,1.0,15.0,34.0,3.0,1.0,5.0,1.0,51.1,330.0,6.0,15.0,231.0,8,26.0,8,0
Stedman Bailey,2013,226.0,46.0,2.0,1.0,0.0,0.0,17.0,25.0,0.0,1.0,2.0,0.0,48.9,177.0,1.0,19.0,259.0,8,22.0,8,0
Stephen Hill,2013,342.0,91.0,0.0,0.0,1.0,1.0,24.0,54.0,1.0,0.0,4.0,0.0,51.2,594.0,2.0,24.0,342.0,4,22.0,12,0
Steve Johnson,2013,597.0,211.0,1.0,0.0,3.0,1.0,52.0,97.0,3.0,6.0,12.0,3.0,119.7,701.0,6.0,53.0,607.0,4,27.0,12,0
Steve Smith,2013,745.0,178.0,0.0,0.0,4.0,0.0,64.0,106.0,4.0,8.0,14.0,4.0,154.5,770.0,8.0,64.0,745.0,1,34.0,15,0
T.Y. Hilton,2013,1083.0,380.0,2.0,0.0,5.0,0.0,82.0,136.0,5.0,8.0,15.0,2.0,216.9,760.0,10.0,84.0,1089.0,0,23.0,16,0
Tandon Doss,2013,305.0,86.0,0.0,0.0,0.0,0.0,19.0,34.0,0.0,0.0,3.0,0.0,45.5,248.0,0.0,19.0,305.0,6,23.0,10,0
Tavon Austin,2013,418.0,230.0,9.0,1.0,4.0,1.0,40.0,68.0,4.0,4.0,10.0,2.0,121.9,423.0,9.0,50.0,569.0,3,23.0,13,0
Ted Ginn,2013,556.0,211.0,4.0,0.0,5.0,0.0,36.0,66.0,5.0,3.0,5.0,1.0,120.5,502.0,10.0,40.0,585.0,0,28.0,16,0
Terrance Williams,2013,736.0,204.0,3.0,0.0,5.0,1.0,44.0,72.0,5.0,5.0,10.0,2.0,141.0,644.0,10.0,47.0,740.0,1,23.0,15,0
Torrey Smith,2013,1128.0,363.0,0.0,0.0,4.0,1.0,65.0,134.0,4.0,6.0,16.0,3.0,195.8,1098.0,8.0,65.0,1128.0,0,24.0,16,0
Travis Benjamin,2013,105.0,60.0,1.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,18.0,130.0,0.0,6.0,150.0,11,23.0,5,0
Trevor Graham,2013,361.0,78.0,4.0,0.0,2.0,1.0,23.0,55.0,2.0,2.0,4.0,1.0,63.5,823.0,4.0,27.0,375.0,0,24.0,16,0
Vincent Brown,2013,472.0,84.0,0.0,0.0,1.0,0.0,41.0,66.0,1.0,6.0,8.0,1.0,88.2,917.0,2.0,41.0,472.0,0,24.0,16,0
Vincent Jackson,2013,1224.0,319.0,1.0,0.0,7.0,1.0,78.0,150.0,7.0,8.0,18.0,4.0,222.40000000000000,969.0,14.0,79.0,1224.0,0,30.0,16,0
A.J. Green,2014,1041.0,314.0,2.0,0.0,6.0,3.0,69.0,110.0,6.0,6.0,12.0,3.0,191.3,644.0,12.0,71.0,1043.0,4,26.0,12,1
Allen Robinson,2014,548.0,159.0,0.0,0.0,2.0,0.0,48.0,78.0,2.0,2.0,5.0,0.0,108.8,516.0,4.0,48.0,548.0,6,21.0,10,1
Antonio Brown,2014,1698.0,611.0,4.0,0.0,14.0,1.0,129.0,178.0,13.0,19.0,32.0,8.0,375.9,1061.0,27.0,135.0,1731.0,0,26.0,16,1
Calvin Johnson,2014,1077.0,229.0,0.0,0.0,8.0,0.0,71.0,124.0,8.0,6.0,15.0,5.0,218.7,695.0,16.0,71.0,1077.0,3,28.0,13,1
DeAndre Hopkins,2014,1210.0,373.0,0.0,0.0,6.0,2.0,76.0,120.0,6.0,7.0,12.0,2.0,216.0,1055.0,12.0,76.0,1210.0,0,22.0,16,1
Demaryius Thomas,2014,1619.0,642.0,0.0,0.0,11.0,0.0,111.0,178.0,11.0,18.0,38.0,6.0,326.9,1023.0,22.0,111.0,1619.0,0,26.0,16,1
Jarvis Landry,2014,758.0,434.0,2.0,0.0,5.0,1.0,84.0,108.0,5.0,11.0,13.0,5.0,181.4,683.0,10.0,86.0,754.0,0,21.0,16,1
Julio Jones,2014,1334.0,422.0,1.0,0.0,5.0,2.0,93.0,143.0,5.0,6.0,9.0,2.0,247.5,821.0,10.0,94.0,1335.0,2,25.0,14,1
Larry Fitzgerald,2014,784.0,333.0,0.0,0.0,2.0,1.0,63.0,104.0,2.0,8.0,12.0,0.0,150.4,855.0,4.0,63.0,784.0,2,31.0,14,1
Odell Beckham,2014,1305.0,486.0,7.0,0.0,12.0,0.0,91.0,128.0,12.0,17.0,26.0,8.0,293.0,771.0,24.0,99.0,1340.0,4,21.0,12,1
A.J. Jenkins,2014,93.0,43.0,2.0,0.0,0.0,1.0,9.0,15.0,0.0,2.0,2.0,0.0,18.1,201.0,0.0,11.0,91.0,9,24.0,7,0
Aaron Dobson,2014,38.0,21.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,6.8,56.0,0.0,3.0,38.0,12,23.0,4,0
Ace Sanders,2014,55.0,24.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,11.5,39.0,0.0,6.0,55.0,10,22.0,6,0
Adam Thielen,2014,137.0,34.0,0.0,0.0,1.0,0.0,8.0,12.0,1.0,1.0,1.0,0.0,25.7,84.0,2.0,8.0,137.0,10,24.0,6,0
Albert Wilson,2014,260.0,119.0,0.0,0.0,0.0,0.0,16.0,27.0,0.0,0.0,2.0,0.0,40.0,214.0,0.0,16.0,260.0,9,22.0,7,0
Aldrick Robinson,2014,6.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.6,15.0,0.0,1.0,6.0,14,25.0,2,0
Alshon Jeffery,2014,1133.0,466.0,6.0,0.0,10.0,1.0,85.0,142.0,10.0,10.0,22.0,7.0,255.6,957.0,20.0,91.0,1166.0,0,24.0,16,0
Andre Caldwell,2014,47.0,18.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,1.0,1.0,0.0,9.7,145.0,0.0,5.0,47.0,8,29.0,8,0
Andre Johnson,2014,843.0,349.0,0.0,0.0,3.0,3.0,79.0,136.0,3.0,12.0,26.0,3.0,168.3,868.0,6.0,79.0,843.0,2,33.0,14,0
Andre Roberts,2014,453.0,207.0,2.0,0.0,2.0,1.0,36.0,67.0,2.0,7.0,10.0,2.0,80.4,696.0,4.0,38.0,474.0,0,26.0,16,0
Anquan Boldin,2014,1062.0,400.0,1.0,0.0,5.0,0.0,83.0,129.0,5.0,8.0,15.0,2.0,215.6,953.0,10.0,85.0,1066.0,0,33.0,16,0
Austin Pettis,2014,118.0,50.0,0.0,0.0,1.0,0.0,12.0,18.0,1.0,3.0,4.0,1.0,29.8,124.0,2.0,12.0,118.0,12,26.0,4,0
Brad Smith,2014,11.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.1,24.0,0.0,1.0,11.0,13,30.0,3,0
Brandin Cooks,2014,550.0,170.0,7.0,1.0,3.0,0.0,53.0,68.0,3.0,4.0,6.0,1.0,137.3,533.0,7.0,60.0,623.0,6,20.0,10,0
Brandon Gibson,2014,295.0,109.0,0.0,0.0,1.0,2.0,29.0,50.0,1.0,2.0,6.0,1.0,62.5,503.0,2.0,29.0,295.0,2,27.0,14,0
Brandon LaFell,2014,953.0,368.0,2.0,0.0,7.0,1.0,74.0,115.0,7.0,6.0,15.0,5.0,201.6,877.0,14.0,76.0,966.0,1,27.0,15,0
Brandon Lloyd,2014,294.0,74.0,0.0,0.0,1.0,0.0,14.0,33.0,1.0,1.0,1.0,0.0,45.4,304.0,2.0,14.0,294.0,4,33.0,12,0
Brandon Marshall,2014,721.0,224.0,0.0,0.0,8.0,1.0,61.0,101.0,8.0,8.0,17.0,6.0,168.1,753.0,16.0,61.0,721.0,3,30.0,13,0
Brandon Tate,2014,193.0,71.0,3.0,0.0,1.0,0.0,17.0,26.0,1.0,1.0,2.0,1.0,44.4,457.0,2.0,20.0,214.0,4,26.0,12,0
Brian Hartline,2014,485.0,132.0,0.0,0.0,2.0,1.0,39.0,62.0,2.0,5.0,8.0,2.0,97.5,813.0,4.0,39.0,485.0,0,27.0,16,0
Brian Quick,2014,375.0,72.0,0.0,0.0,3.0,0.0,25.0,38.0,3.0,3.0,3.0,2.0,78.5,343.0,6.0,25.0,375.0,9,25.0,7,0
Brice Butler,2014,280.0,83.0,0.0,0.0,2.0,0.0,21.0,35.0,2.0,1.0,5.0,1.0,59.0,271.0,4.0,21.0,280.0,2,24.0,14,0
Bruce Ellington,2014,62.0,33.0,6.0,1.0,2.0,0.0,6.0,12.0,2.0,2.0,4.0,2.0,33.0,78.0,5.0,12.0,90.0,9,23.0,7,0
Cecil Shorts,2014,557.0,266.0,0.0,0.0,2.0,1.0,53.0,106.0,1.0,5.0,15.0,1.0,110.98,743.0,3.0,55.0,589.0,3,26.0,13,0
Charles Johnson,2014,475.0,171.0,1.0,1.0,2.0,1.0,31.0,57.0,2.0,0.0,1.0,0.0,91.40000000000000,439.0,5.0,32.0,464.0,5,25.0,11,0
Chris Givens,2014,159.0,44.0,1.0,0.0,1.0,0.0,11.0,19.0,1.0,0.0,1.0,0.0,31.3,141.0,2.0,12.0,163.0,7,24.0,9,0
Chris Hogan,2014,433.0,187.0,0.0,0.0,4.0,2.0,41.0,60.0,4.0,5.0,9.0,3.0,100.3,450.0,8.0,41.0,433.0,4,26.0,12,0
Cody Latimer,2014,23.0,16.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.3,27.0,0.0,2.0,23.0,13,21.0,3,0
Cole Beasley,2014,420.0,246.0,0.0,0.0,4.0,2.0,37.0,49.0,4.0,5.0,6.0,1.0,97.0,411.0,8.0,37.0,420.0,1,25.0,15,0
Damian Williams,2014,14.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.4,1.0,0.0,1.0,14.0,15,26.0,1,0
Danny Amendola,2014,200.0,74.0,0.0,0.0,1.0,0.0,27.0,41.0,1.0,3.0,4.0,1.0,51.0,407.0,2.0,27.0,200.0,2,28.0,14,0
Darrius Heyward-Bey,2014,33.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.3000000000000000,71.0,0.0,3.0,33.0,11,27.0,5,0
Davante Adams,2014,446.0,173.0,0.0,0.0,3.0,0.0,38.0,65.0,3.0,6.0,11.0,2.0,98.60000000000000,669.0,6.0,38.0,446.0,2,21.0,14,0
De'Anthony Thomas,2014,156.0,169.0,14.0,1.0,0.0,0.0,23.0,31.0,0.0,5.0,6.0,0.0,55.9,188.0,1.0,37.0,269.0,4,21.0,12,0
Denarius Moore,2014,115.0,40.0,1.0,0.0,0.0,0.0,12.0,26.0,0.0,0.0,2.0,0.0,21.6,230.0,0.0,13.0,116.0,8,25.0,8,0
DeSean Jackson,2014,1169.0,470.0,4.0,0.0,6.0,0.0,56.0,92.0,6.0,5.0,10.0,1.0,203.6,755.0,12.0,60.0,1176.0,1,27.0,15,0
DeVier Posey,2014,30.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,66.0,0.0,1.0,30.0,15,24.0,1,0
Devin Hester,2014,504.0,257.0,6.0,1.0,2.0,1.0,38.0,58.0,2.0,3.0,7.0,1.0,105.0,378.0,5.0,44.0,540.0,1,31.0,15,0
Devin Street,2014,18.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,1.8000000000000000,47.0,0.0,2.0,18.0,12,23.0,4,0
Dez Bryant,2014,1320.0,407.0,0.0,0.0,16.0,0.0,88.0,132.0,16.0,8.0,14.0,8.0,306.0,898.0,32.0,88.0,1320.0,0,25.0,16,0
Donnie Avery,2014,176.0,37.0,0.0,0.0,0.0,1.0,15.0,23.0,0.0,2.0,4.0,0.0,23.6,231.0,0.0,15.0,176.0,11,30.0,5,0
Donte Moncrief,2014,444.0,208.0,4.0,0.0,3.0,0.0,32.0,49.0,3.0,2.0,3.0,0.0,96.1,395.0,6.0,36.0,461.0,2,21.0,14,0
Dontrelle Inman,2014,79.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,12.9,59.0,0.0,5.0,79.0,15,25.0,1,0
Dwayne Bowe,2014,754.0,228.0,0.0,1.0,0.0,2.0,60.0,94.0,0.0,5.0,8.0,0.0,139.4,790.0,1.0,60.0,754.0,1,29.0,15,0
Dwayne Harris,2014,116.0,36.0,4.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,1.0,0.0,19.3,106.0,0.0,11.0,123.0,6,26.0,10,0
Eddie Royal,2014,778.0,360.0,3.0,0.0,7.0,1.0,62.0,89.0,7.0,6.0,11.0,4.0,176.2,760.0,14.0,65.0,792.0,0,28.0,16,0
Emmanuel Sanders,2014,1404.0,353.0,8.0,0.0,9.0,1.0,101.0,139.0,9.0,16.0,20.0,6.0,295.8,1003.0,18.0,109.0,1448.0,0,27.0,16,0
Eric Decker,2014,962.0,322.0,0.0,0.0,5.0,0.0,74.0,111.0,5.0,9.0,15.0,3.0,192.2,812.0,10.0,74.0,962.0,1,27.0,15,0
Golden Tate,2014,1331.0,690.0,5.0,0.0,4.0,1.0,99.0,141.0,4.0,12.0,13.0,2.0,253.1,925.0,8.0,104.0,1361.0,0,26.0,16,0
